start_time,from,to,duration,region,position
2018-01-09 08:00:28,9040480355772,3812574551770,503,MP,51.563871|72.209693
2018-01-04 23:50:46,9853741767816,0900488715620,579,VT,74.078240|-11.6700495
2018-01-10 17:48:37,6253666566764,9075722604009,453,DC,69.539088|-58.570414
2018-01-03 00:34:42,5268936774897,2922560333024,524,DE,78.863144|84.457829
2018-01-05 21:26:44,1727230338705,3256574782663,519,FL,-99.342536|22.2050375
2018-01-05 08:13:51,0488968372077,6427570769845,416,FM,176.147109|62.660184
2018-01-05 09:29:58,0556202837548,9998774085924,282,WV,-121.782754|-3.855792
2018-01-05 04:24:56,3800760147866,3553158020854,305,KS,139.581721|-78.082551
2018-01-07 12:00:05,1603582409301,7278189754733,337,DE,-47.866965|-82.822858
2018-01-03 22:34:35,7343361044128,1857210970535,250,OK,50.083207|-85.485016
2018-01-05 23:59:28,0420559375701,6446568331867,153,TN,71.665803|76.871415
2018-01-06 15:58:39,9467668600030,5017928287320,104,KY,-120.457589|87.167111
2018-01-05 16:17:58,5251133877697,2618347579782,293,ID,148.967165|57.494066
2018-01-04 20:44:53,8454813097972,1565979043882,9,NC,-152.881566|-88.948299
2018-01-06 11:17:17,4228570200864,8725895549039,490,CO,-12.933720|30.275052
2018-01-02 11:21:27,2976326091126,1439907103983,277,TX,-118.778473|-2.5701715
2018-01-05 03:27:52,2353246625036,8622081331801,248,FL,-41.475968|-85.969942
2018-01-07 02:19:47,9664505935666,7428678417940,494,WI,-85.339560|69.6439845
2018-01-09 08:39:37,7337791272777,4395569566487,19,TX,-90.769035|52.679229
2018-01-08 11:49:34,8631287545742,8799192233766,25,CA,-99.589765|69.2837835
2018-01-05 05:40:50,0416458375870,4963686353530,210,HI,149.363916|-39.833690
2018-01-02 02:03:29,9429203822931,9064847542620,513,MO,-129.370838|-86.080123
2018-01-11 02:53:37,5201351499845,5080261186314,80,NH,5.352234|3.877990
2018-01-08 15:08:44,4785854538245,8559074082730,319,VT,69.250075|76.802927
2018-01-03 21:46:06,5025180336692,8891756672369,243,NY,154.026090|-57.0798375
2018-01-09 07:06:44,0829203005997,5149047004167,373,MS,-96.580557|-4.1747835
2018-01-03 10:26:20,0329189891371,6165485326628,350,VA,-23.081731|17.167054
2018-01-09 15:27:41,8194095378767,0739492681302,241,LA,135.595875|77.294243
2018-01-10 15:57:34,6475017296855,4295878181262,127,CT,-147.025399|0.2896575
2018-01-09 06:16:39,5052094258126,5941314666832,348,CT,5.431288|31.7501885
2018-01-10 09:34:04,8833905348548,5851527958156,328,SC,59.999678|-54.018846
2018-01-09 15:30:53,9812943104390,0268521080150,251,SD,-85.416260|62.364621
2018-01-05 21:13:31,7873457687119,3179895910828,106,FL,133.364870|62.689120
2018-01-06 03:34:18,9020203065694,6789065728306,71,CT,148.418127|-55.2763615
2018-01-06 09:02:12,8076521446495,5169928330534,519,TX,-22.277739|-40.0164955
2018-01-04 07:28:41,7751481203577,1862828480443,356,AL,-164.602505|-51.0805675
2018-01-03 15:40:12,9770758587197,3731125519407,118,UT,-12.807799|77.9383185
2018-01-06 00:53:26,2725897322418,2229998099921,116,AS,41.425403|27.558637
2018-01-06 00:29:56,0700372060688,3873219513002,56,MP,-37.400387|33.1100615
2018-01-07 00:39:53,5502549322961,0606988719837,432,VI,-48.454911|86.0674515
2018-01-02 19:10:48,2158613974292,1439116901841,144,AS,106.206368|-26.375580
2018-01-03 13:05:37,4505579534743,5724835248613,121,WY,0.747095|46.2936045
2018-01-10 04:06:36,5253270721324,9475039872501,255,DE,33.711536|21.596866
2018-01-04 05:32:53,1521118285453,1231122446604,180,WV,-31.774111|-49.373762
2018-01-05 21:26:20,9021421440410,4783241962542,141,NM,-153.014979|-4.5595325
2018-01-05 14:40:16,9369962038349,7074629603474,338,MD,97.012119|1.480214
2018-01-02 00:47:04,4157792813838,5880734613127,171,MA,-146.639850|-49.4673805
2018-01-09 22:37:00,2425352465047,8417187991944,103,NC,-45.611202|-27.1999865
2018-01-03 11:50:41,1970543020858,2548053052875,523,ND,19.508771|20.849780
2018-01-08 07:30:48,7850657558512,7965088950766,63,PR,-18.280714|25.1031095
2018-01-06 03:14:54,6830278138715,0054853229888,181,NC,-165.873541|19.1964135
2018-01-07 09:39:19,5763466721990,9395684140178,441,MO,64.405275|-67.402745
2018-01-06 22:14:05,6708370706920,3045440524459,320,NH,-20.397184|-10.5606445
2018-01-08 04:38:13,1356204362614,9769042285571,178,NY,-6.956009|80.6774055
2018-01-09 22:15:13,0971897900132,7212629356714,302,WA,25.899375|-72.5339825
2018-01-01 12:41:19,2055236046368,0966522725790,193,WY,105.292633|41.7222855
2018-01-04 15:46:22,9667874934845,8331706471632,206,OK,42.723527|30.9274505
2018-01-02 22:09:57,1507954462733,7970603378270,95,FM,120.943744|14.679902
2018-01-07 01:05:03,5575051033886,5718400163142,303,WY,-59.432410|40.5203495
2018-01-03 09:16:03,6029465921384,7502895289683,178,OK,-11.544037|26.752746
2018-01-04 17:20:06,5178268590786,9539025454357,84,PW,130.827269|-26.9638125
2018-01-10 20:56:53,9390282358443,6962167790126,402,VT,-117.484733|35.498843
2018-01-05 20:54:06,1019903144047,6520595902362,423,OK,179.717014|23.261776
2018-01-08 10:14:49,7585732192925,5860796236931,211,AS,152.358761|50.3521245
2018-01-01 08:45:58,3091576538116,2612147240012,437,IN,88.695722|-47.875714
2018-01-03 09:10:45,2711037351372,9933671407826,50,AZ,-85.105332|-33.2294035
2018-01-10 02:47:57,2141808412887,2391097107726,555,PA,-5.938629|37.9307065
2018-01-03 00:15:38,4763363651865,0438999686912,237,DC,-137.770216|-59.083910
2018-01-04 02:02:18,8338379315217,3982033529006,134,MH,-24.574478|-18.9719595
2018-01-11 06:13:23,7035229225950,5233219352948,517,DC,-63.039753|-68.059171
2018-01-08 17:19:32,2621949874615,4941060225648,415,MT,171.296994|37.659914
2018-01-07 01:15:17,9354350714886,8015403692098,418,MT,136.723277|21.3290665
2018-01-03 17:25:04,5675776201269,6553001282900,481,NV,-133.553826|-29.4183505
2018-01-11 10:27:29,5376935105237,1956500992822,467,NH,-139.017528|82.404822
2018-01-07 08:54:58,5297882645339,1275964711170,488,CA,155.477554|-87.8183205
2018-01-11 09:12:13,1416881455418,5572064912253,199,HI,21.315300|-81.553089
2018-01-01 06:08:28,1173281153653,8256508828227,351,MA,8.198283|-4.735991
2018-01-03 16:01:20,1684431155733,0904403693509,435,FL,-58.370345|-10.3932785
2018-01-05 02:20:43,2496962893897,3787324770732,156,PW,-40.973283|62.5619425
2018-01-05 14:07:00,2445964386618,3480170687952,545,AZ,167.406754|-82.4433825
2018-01-01 20:31:47,2781299618288,5414084584593,433,MH,19.033031|-50.2232595
2018-01-02 18:21:02,9875334654844,2646532610874,255,MD,33.109740|-0.0159175
2018-01-02 19:45:38,0315468532535,9581295733667,248,MA,-114.691238|15.466282
2018-01-02 14:51:08,1596556290059,1755061315260,169,WY,-31.376731|62.029376
2018-01-07 10:43:56,4145563805319,2758704341870,513,VT,-62.303175|-1.5554155
2018-01-07 22:59:38,1424082696902,0327649588621,487,NC,141.269368|-23.103555
2018-01-02 18:46:54,7557114456685,9581146556566,539,ID,105.964623|-37.0026685
2018-01-10 18:28:11,5104159609597,6554064717903,62,VA,168.023867|87.904554
2018-01-01 17:57:09,5946738579167,9095611542397,474,VI,89.590864|-52.3744415
2018-01-04 03:18:23,6279763346418,5753256584218,366,NY,-80.337785|28.1955985
2018-01-06 14:09:00,0222244376635,1534251558720,280,TX,116.438973|89.0081915
2018-01-02 06:33:48,6803562721366,1194226745995,355,NM,-134.974871|35.824673
2018-01-11 01:55:29,3692548286845,2297996826879,31,OK,48.946162|-61.385994
2018-01-09 20:47:33,2502742535936,5092520717022,29,TN,37.199159|-25.8832145
2018-01-08 14:23:12,0671865284986,3324276939304,294,PW,-107.434866|44.289515
2018-01-01 04:41:01,9637089313120,8844356248857,105,CT,-126.726669|-88.405021
2018-01-08 02:06:39,2927963965016,1081138530973,394,NV,-164.640783|-63.8467305
2018-01-08 03:27:14,7729417026885,5088946385474,594,OH,49.409890|86.544686
2018-01-09 09:48:17,6950364422316,0552462720445,380,ND,-144.065185|37.202010
2018-01-03 14:32:41,0335230387069,2547539212577,165,MO,-8.123524|6.822843
2018-01-07 13:15:04,0477607609625,8084770307496,202,KS,-147.541788|51.682823
2018-01-10 16:13:52,0093323917353,1138312707731,74,MN,-51.961987|28.167732
2018-01-06 12:51:00,0930344201398,8609438826034,55,KY,-3.136132|-67.273241
2018-01-01 04:33:48,3972845270700,8395570124460,142,NH,-53.172087|79.6889195
2018-01-09 09:48:54,8840205767828,3428493096239,177,AZ,-106.181965|-41.2442945
2018-01-05 11:42:32,3211836668586,9780965593826,251,PR,-152.211234|57.199705
2018-01-03 22:22:34,9552879632168,9719352021172,153,ND,-96.320469|-67.799706
2018-01-04 17:37:01,2037658153249,8926642310185,165,LA,2.510759|73.9408755
2018-01-01 07:54:09,3319079869032,1978207911597,4,OK,153.937648|-24.827641
2018-01-07 22:28:06,8157176926146,2974029244088,99,MA,19.301243|-20.8775225
2018-01-06 22:32:31,7710143610657,9438621029469,521,NV,-69.720105|30.437351
2018-01-11 02:09:01,1602878926237,7243424797225,339,IN,-34.580218|72.4067105
2018-01-10 18:52:23,0245124633803,1124710117988,229,MP,-151.054945|-3.4864825
2018-01-09 22:33:20,1120085629794,4307809430230,501,AL,32.008901|-49.348832
2018-01-06 17:57:03,4695690024478,0744250096776,211,WI,28.963460|27.164886
2018-01-03 10:22:36,7188369906094,9267376555037,431,NJ,155.004127|80.381580
2018-01-09 20:52:41,8191198264060,5722448521492,331,CT,64.660327|-73.620357
2018-01-06 07:30:42,1370297594745,8641606778975,415,MA,-127.370039|-85.566924
2018-01-10 04:42:53,5610148724328,5725487214532,157,MH,-38.399247|4.4342415
2018-01-10 04:36:11,5632141480480,2297732995380,361,NY,-10.343687|41.1355205
2018-01-08 01:51:00,7932288880065,6413681987547,432,MO,-151.915119|47.2458405
2018-01-10 21:36:53,7314366626187,1971694772273,597,VI,107.856705|-65.221653
2018-01-02 18:17:20,6285873915008,6375774057047,576,NV,-62.618705|14.478906
2018-01-07 06:46:29,2187743615677,8278976350509,133,MH,53.628475|-41.9877705
2018-01-06 10:46:00,6525072778290,0814883762481,551,FM,31.359412|-46.1925275
2018-01-09 01:46:08,8712259363490,1076119130447,445,OR,98.431702|-43.4708055
2018-01-09 00:42:02,1890402310407,9186631862354,391,MN,-23.899192|-52.4774575
2018-01-10 05:47:42,9566914892693,5304984844066,508,MP,-129.774196|-42.6896385
2018-01-04 08:47:44,1787992452650,5260380414061,392,AR,100.884257|-82.6237745
2018-01-03 17:44:05,5268852947014,0817613407228,523,CT,-146.209485|5.8099485
2018-01-07 18:33:11,7068930097011,9548736581893,184,ND,-92.338538|-78.251354
2018-01-05 10:48:00,3543399630831,7875271129214,409,TX,126.350732|-3.6616425
2018-01-03 07:56:08,5215942651250,8858084634193,158,LA,-121.272424|35.7487315
2018-01-06 04:35:53,6804521086553,1002548965348,315,AL,26.643981|53.1644555
2018-01-05 08:37:26,9659624217943,9913216143644,499,OR,-133.783825|12.6556105
2018-01-11 05:38:42,4927800337627,0356170399752,120,FM,67.460149|-16.1439025
2018-01-04 08:48:55,9332148075242,9297924090159,558,ME,177.409763|-16.000155
2018-01-09 03:17:55,5700076096821,2951085649991,426,ME,-68.002846|-1.705741
2018-01-05 14:43:44,4752984038436,8277795627093,288,MS,-49.870044|30.1471145
2018-01-09 23:31:27,6591777576223,0256091450616,323,MS,89.746170|-67.5150105
2018-01-01 18:47:56,2660542462087,2730116021469,234,MS,111.744743|79.000419
2018-01-03 16:05:41,0440657950203,8970915156630,172,DC,72.895529|-26.6061495
2018-01-01 12:24:57,5168016395953,1380693151052,382,GU,95.509178|78.903128
2018-01-07 16:56:15,2517839962484,5552363020150,408,GA,-88.718544|53.889136
2018-01-07 00:12:30,2698874133251,6936570761236,312,ID,-9.857687|-70.4847525
2018-01-03 03:14:24,7498428760625,1301994604467,115,OK,171.180932|0.506377
2018-01-05 13:19:41,9342491563009,7618560609309,222,AS,-20.408268|-35.8111945
2018-01-04 12:49:07,8689722017697,1222737731032,546,NC,170.675667|50.3224345
2018-01-08 23:53:36,4296407478428,4566290882309,11,GA,171.091020|69.517815
2018-01-10 20:05:32,2367252871546,3119809269079,588,WY,152.181480|-51.7712635
2018-01-02 00:24:15,7502744836442,7038816626589,155,NE,-177.356316|6.0743615
2018-01-06 16:25:18,4353751193759,8966692619995,571,WV,-111.394945|-46.2558025
2018-01-05 19:03:50,6934747528567,3212897059209,263,VA,-104.642762|-28.8419675
2018-01-02 09:31:34,4736239087831,9112629303490,424,WI,-106.763778|3.6767175
2018-01-03 14:17:28,0011433824744,1241059704400,551,NM,-107.491610|-22.0093145
2018-01-02 03:46:43,9383734619990,5411943106037,12,CO,-121.069970|20.792878
2018-01-09 01:09:55,4391944619979,2047680518226,460,FL,-89.526168|-48.392669
2018-01-06 05:24:01,5009997700964,9518584137314,483,RI,83.173377|-1.4582895
2018-01-08 01:02:54,7977282748846,5965317629136,149,MT,84.076184|-66.2548765
2018-01-11 05:55:20,2497679106200,2782461882180,419,NM,150.508948|-72.8404185
2018-01-07 15:58:49,0402577207489,4892655347537,46,NC,83.653825|-22.6078165
2018-01-11 00:45:26,5237452066408,9992514038595,578,IN,-163.215382|-9.051147
2018-01-05 16:16:05,7614379369171,7883067371595,584,WV,-179.439947|65.664008
2018-01-10 18:13:29,7606738788375,3499725513149,131,MD,-1.267664|-40.8606205
2018-01-03 02:34:20,8300822254255,9517215712104,465,VT,13.110015|-15.605813
2018-01-03 06:38:53,4410168860679,8801325335665,168,MN,12.840942|80.888926
2018-01-10 13:43:15,7967061040860,5951061548316,532,PR,118.418976|5.2437955
2018-01-02 14:22:16,9745240251120,0589952002086,180,KY,-58.368553|-7.1351085
2018-01-02 16:07:52,7923898918928,9671217886587,4,AS,-91.183393|-4.189359
2018-01-10 13:42:11,2698677211107,5140190103359,201,NE,21.424719|74.198882
2018-01-03 05:49:14,8501674850205,1949420101094,51,NV,29.126995|-55.8820075
2018-01-11 07:15:12,3597598267692,2785880357437,55,ND,-157.162481|-73.143088
2018-01-03 11:31:36,4572285972943,2249167629950,42,NE,-33.371084|-46.3322955
2018-01-07 21:24:15,4829820562670,0762577192365,566,MT,21.501178|47.1869185
2018-01-04 12:54:22,6593282771648,4258820418818,437,TN,177.824760|59.394821
2018-01-05 02:07:14,0985397270248,5451369131353,108,ME,15.884538|5.842690
2018-01-05 21:28:51,5253763886622,2960757451841,346,PA,153.302975|-35.777176
2018-01-06 06:08:08,1610072109591,7561835897829,195,NY,-140.260555|23.8146825
2018-01-09 23:37:29,9857896786522,7696782039516,137,AR,-166.122665|5.9818365
2018-01-07 15:12:38,2299316422485,8248121801476,452,CA,-69.037826|-19.530476
2018-01-01 02:31:52,8905199574619,0068751046275,24,PA,-14.075698|85.8419405
2018-01-02 12:55:28,1760703164585,4834629238651,476,OK,-146.728014|-3.586987
2018-01-01 08:40:01,8660763281475,4678137035249,163,PA,-125.996716|20.809950
2018-01-07 00:15:31,6810796848129,3503167884964,108,CO,5.597403|17.2445765
2018-01-07 19:21:16,9155769286913,8303634105531,175,IA,-46.103654|77.620669
2018-01-08 09:55:28,9921158251041,5548840951072,22,GA,95.730953|-30.9168915
2018-01-07 14:07:19,4357870810348,4644857635023,44,MO,162.937310|-25.315520
2018-01-02 08:13:06,4343029635680,3415805648551,370,AZ,117.891050|-66.674091
2018-01-08 23:48:59,1210584225199,1636691987851,66,MT,126.225284|-40.514076
2018-01-08 09:40:52,3603786956688,0792356129752,72,MS,-120.752299|55.7785395
2018-01-03 23:43:02,4250750579623,2051314692325,214,NC,-128.224163|-19.937384
2018-01-02 13:23:25,9558762579389,6795063225272,327,PW,153.294765|-46.4668525
2018-01-11 09:49:49,4309120818053,4913262037450,159,MD,19.055559|19.0866835
2018-01-06 22:58:35,1903384913569,9754586377411,374,SC,-171.370586|17.995272
2018-01-01 14:58:31,6780683463838,3946614558362,47,IL,-0.422515|1.8651405
2018-01-02 10:39:11,3675251304663,8801883687045,106,NC,-27.877732|45.9303585
2018-01-05 13:49:05,6130903829668,7707530545525,155,HI,-150.707217|5.5490885
2018-01-01 00:27:59,8712967054176,3442108170015,313,MS,29.069805|3.166588
2018-01-01 20:26:37,1856382393677,5603102379910,85,AS,-124.170814|-32.8543175
2018-01-08 06:04:06,7765980357465,0359594676350,26,NH,19.627455|66.5666925
2018-01-07 04:46:39,1132385780879,9414207850417,499,HI,76.898013|84.9120235
2018-01-06 01:20:49,5475504608614,7728908822265,369,VI,-21.251191|-13.4983285
2018-01-09 15:39:24,6550046150074,4126931063061,306,IL,73.586213|-47.491455
2018-01-09 14:14:52,9708974779527,8687190034947,402,MO,-21.678914|14.0547905
2018-01-04 05:04:45,1643663717686,7838436728668,248,HI,99.621287|28.442532
2018-01-03 13:34:26,0366437090409,3619476633670,63,NJ,3.588729|-27.630757
2018-01-08 20:54:07,2061226116009,2454893975944,170,WY,127.527314|57.3056645
2018-01-09 04:59:35,0865095303604,2371368876885,165,CT,-94.184639|67.1914195
2018-01-04 19:03:04,6261647721200,3545213487577,441,WA,47.558758|-45.1593705
2018-01-02 00:36:03,8410146966328,1707728326744,568,OR,99.481448|-58.018806
2018-01-05 10:59:36,4545657067278,5705942272387,190,ID,-29.540841|-88.510375
2018-01-10 16:34:50,5877747111419,4033376740000,599,LA,141.147907|33.388764
2018-01-01 01:14:56,2503711497203,9475418610093,360,PR,-86.815528|-77.7372435
2018-01-02 13:50:54,5839877643185,9146694341262,445,OR,-36.029595|32.4109815
2018-01-08 07:19:34,2926394995595,4292135620201,275,IA,178.383066|-59.543027
2018-01-07 05:57:01,1101959506058,3440485206205,133,LA,-37.900131|67.796636
2018-01-07 12:30:18,3008711581341,5925483174970,164,KY,20.583994|69.8372215
2018-01-01 17:07:07,1754953663813,8251328179557,5,WV,2.455392|-70.310096
2018-01-07 06:00:43,4076693815443,0866100551956,223,MN,173.133000|13.527405
2018-01-04 23:14:02,1640425463965,9999635909158,245,OR,-168.897271|-12.680335
2018-01-01 10:29:26,7622068835456,8330238579437,42,NC,-163.223220|66.2287615
2018-01-08 05:50:08,1609851871259,7433960333654,258,DE,136.011422|83.596121
2018-01-07 15:33:19,9046771738228,6732035159492,107,NY,-175.575839|60.0072445
2018-01-09 08:36:11,5046534689147,4734454179192,429,GA,-30.362029|25.0156515
2018-01-09 23:41:15,0759642435045,8626256557903,228,SD,18.907047|-39.2075955
2018-01-09 17:21:08,2127294982527,5396957724159,24,UT,-78.037801|-64.3359565
2018-01-10 21:19:36,7547155978781,7722684429323,97,AZ,138.737535|-20.472798
2018-01-05 03:56:38,0851345792717,5656524432360,106,CA,-177.821329|-18.9960745
2018-01-09 19:37:15,0106167574841,9857574404905,14,MA,-132.743569|-37.661027
2018-01-10 16:59:46,1895775169887,7833173908294,582,SC,164.515084|46.356558
2018-01-05 23:30:47,2588430602268,0772588254149,179,GA,122.991830|-25.8166145
2018-01-09 00:20:00,5678051610950,5913240648250,584,DE,49.864718|85.854145
2018-01-10 11:16:39,7199855565162,7638084116084,401,WA,141.535267|2.341902
2018-01-09 03:15:18,0540766910877,9604084447330,461,LA,-127.344514|-4.604721
2018-01-09 15:26:57,6422182440520,6734105915350,288,KY,174.637362|-89.562075
2018-01-07 03:14:02,4843559840603,4468614621217,397,WY,-163.311111|-64.828697
2018-01-01 03:15:35,3752886226443,9982589680303,68,MO,-115.871550|-26.5225545
2018-01-09 05:17:24,0190309383907,8965012142168,493,PR,115.800619|-45.353958
2018-01-05 10:15:53,3164390766512,7315467397265,433,SD,-125.041425|-32.013016
2018-01-10 13:29:16,7866153834526,4424595492695,178,MP,-121.484715|-42.643863
2018-01-05 03:29:19,3103334083005,8422607049201,582,PA,88.812810|-37.1491015
2018-01-11 09:29:21,5506417676919,0274605199148,55,MO,83.846408|-5.588942
2018-01-02 17:43:27,2518387991490,0423774173843,240,DC,4.191442|-31.847253
2018-01-09 03:40:07,3077332929714,1244507949579,151,ME,-86.332424|38.741949
2018-01-09 12:18:48,5745738443641,8238805804376,505,WY,-120.322971|3.5480235
2018-01-09 23:17:00,8654546781613,5610154433582,216,WI,25.931654|-51.921680
2018-01-07 00:06:16,0054345274000,7800651947222,425,LA,-168.483417|-64.0785575
2018-01-09 22:48:48,0681426062310,9444285209386,470,MA,37.023369|41.9735975
2018-01-06 19:00:19,7262745722914,7602565078858,408,NY,95.168337|-31.242825
2018-01-03 05:39:55,7977144295967,2693034824086,484,WI,174.513963|81.1580785
2018-01-06 22:40:57,1895585763605,5437306653453,378,NE,66.433603|49.065776
2018-01-08 20:17:48,5704200438693,9834388867150,474,MH,-5.934681|13.1714305
2018-01-04 10:44:44,1864342916522,8046521402129,463,MT,130.406879|-85.9908015
2018-01-01 16:26:20,8939461425118,7357893250808,315,MN,0.096071|-83.126321
2018-01-09 21:45:14,4408259314418,9368205109730,468,IN,29.551395|-64.2638825
2018-01-02 00:56:02,5650669621053,7871139236931,198,LA,61.843365|-88.5151915
2018-01-06 21:16:34,0418108589806,5984129930195,344,GU,-170.997417|-9.855083
2018-01-10 12:10:22,0128996045278,6883700830019,54,VA,126.574808|-75.778075
2018-01-09 23:51:36,3796143942630,7761541045386,240,IA,-145.751664|82.624008
2018-01-06 02:56:57,1880455548302,7048075542366,50,CO,-61.530881|-15.4293915
2018-01-08 09:39:18,8182869301761,1364692763259,4,KY,41.380646|-54.6167775
2018-01-01 07:34:51,9848594555499,0865026372689,201,WY,35.870583|47.1305405
2018-01-02 20:14:39,1922031643201,8725593637180,155,NE,-149.503407|-49.830569
2018-01-07 15:52:17,8498096418338,8452939226762,25,WA,-127.211240|-46.6981525
2018-01-03 05:37:36,8126676668865,8117514223726,571,CO,100.764622|1.350006
2018-01-01 07:43:18,6126775386736,1200487300600,156,IL,101.879222|-12.575963
2018-01-02 02:56:08,4538999699184,6035826962706,178,NH,-6.437192|-61.5612905
2018-01-08 20:24:51,1514092860735,4670775066484,132,RI,155.916050|-80.710186
2018-01-04 13:48:53,7479024433557,9914699553006,323,OR,-149.953279|-27.2814745
2018-01-11 04:05:34,8701749091773,2744044163055,212,WY,122.330020|-8.2875275
2018-01-10 01:56:23,1400604999529,1708929807442,563,NJ,-28.943444|-48.7353105
2018-01-05 04:57:51,7431477756217,1401978845508,134,ND,-121.325111|-74.113061
2018-01-07 12:45:54,7274929321341,8698481493110,551,MN,-140.112380|24.8285475
2018-01-08 16:16:10,8524677825707,8568317940027,420,MS,93.255051|-69.9118355
2018-01-01 15:54:14,9238184973302,7062411712544,332,DC,-77.945615|-22.1078435
2018-01-07 10:25:11,0788194986438,8014430770517,187,WI,-75.216019|-62.249760
2018-01-08 22:39:10,4859831272938,9879563048644,22,NY,-169.942729|-73.400025
2018-01-06 05:44:01,9893953987395,9260738620032,127,UT,-154.248587|-0.684439
2018-01-11 03:23:39,5777618997525,4269895787421,212,AR,125.688521|-25.612046
2018-01-06 19:25:57,8921395761777,3590339040276,469,GU,-87.118219|-46.486963
2018-01-10 03:40:27,3519962477909,1832591856889,363,MS,-49.870695|24.1345175
2018-01-07 22:16:05,1374905878150,0361323031574,596,AK,-179.698149|52.205368
2018-01-09 16:24:27,8810902501209,0327500447139,53,TN,-135.282736|-16.897435
2018-01-02 14:40:47,6012302153560,1964516531090,143,LA,69.955625|-53.4581415
2018-01-02 06:30:25,6122051068486,8994336060067,322,CA,-36.142338|17.655740
2018-01-06 14:31:46,8783897812648,9693112886090,49,AS,-37.294133|38.778185
2018-01-07 00:22:57,5003840456289,8839639875681,40,MD,77.879419|-4.263257
2018-01-07 06:17:31,4158983802951,0607707726843,280,TX,-147.486408|-56.4652585
2018-01-07 07:31:29,2508788261806,1672016950120,391,CO,8.008376|-76.741436
2018-01-09 05:07:15,5297086836922,9387550637340,188,SD,166.725882|-57.9974735
2018-01-01 18:35:22,4196202112034,1342947822992,125,PR,-59.307230|37.812932
2018-01-06 19:16:24,0600868646341,8144081131125,33,MI,-128.719473|56.800285
2018-01-05 15:35:35,4345207316007,9788308321584,284,WA,54.173311|-55.863150
2018-01-06 19:35:07,3771203001000,8251815819119,583,MO,-167.034695|-5.170232
2018-01-01 09:12:56,5543124795295,9120716669266,395,AS,168.357996|42.156062
2018-01-11 09:56:25,4202539845565,5262129492688,277,IN,154.357308|-4.269871
2018-01-04 14:51:24,8710644533000,6129385252969,410,LA,27.747450|-67.711810
2018-01-08 18:23:15,9809234493448,2266297646284,53,LA,-10.748914|36.2209415
2018-01-09 15:54:20,8863430176622,7039082666515,15,DE,-107.818943|-87.5515355
2018-01-02 20:55:17,1640237195427,2533544409751,195,ID,-163.618730|-24.618589
2018-01-04 06:46:33,5852226709425,3861311210458,536,UT,56.714979|-89.6688195
2018-01-08 01:58:27,0296024171324,9326018586021,584,OH,22.168748|45.440359
2018-01-06 19:40:00,4654831149598,1238547214203,509,VA,-50.958428|-56.172733
2018-01-04 06:16:47,0066092687213,7171090779869,28,ME,129.175861|88.1243715
2018-01-10 05:44:58,4370401724365,4444048508026,86,PR,-14.037233|-65.313375
2018-01-09 20:57:27,4162476021620,2193151007561,305,PA,-9.236718|-63.1726465
2018-01-01 01:27:05,4831961837974,0187823097436,180,DE,112.164736|-83.1126205
2018-01-06 05:19:12,3996599965456,9943723949559,169,WI,114.867569|17.150063
2018-01-01 06:33:21,7430459828281,6919841268912,19,WI,96.805134|25.028847
2018-01-09 15:17:19,0192418117351,1594998483947,369,WA,-145.694911|-71.189282
2018-01-03 04:16:47,6654686517552,7360366346390,16,AZ,128.452665|-29.108518
2018-01-05 08:03:03,3167218013299,5989499147408,486,KS,-174.297029|-55.8344155
2018-01-11 08:48:33,0204469027674,8859259176344,546,VT,-79.222224|-28.101453
2018-01-03 16:40:59,3554868362640,6438659930928,88,LA,-2.077755|-12.6177285
2018-01-08 04:06:11,4281405380197,9765689799754,434,NY,117.915044|-49.3297275
2018-01-06 21:42:01,4141839338940,7190439887525,100,NC,-118.132996|-38.1873445
2018-01-11 06:00:53,5594189613119,3207695279668,35,AR,168.789787|46.871611
2018-01-04 22:23:08,9208824920568,2688388027251,186,AL,7.739478|26.1648265
2018-01-11 05:09:43,3847737500037,5851561084888,70,WA,-156.257486|16.7112225
2018-01-09 20:04:50,3939465363700,0599844075251,591,CT,-132.134131|-38.5987315
2018-01-10 05:33:52,0617033129759,9808068440669,295,NM,132.160090|51.734355
2018-01-04 04:25:39,8592032887347,5513270186305,63,KS,79.704545|2.5336335
2018-01-01 18:44:56,8550205634538,7342248852856,61,TX,-170.321696|-21.4809315
2018-01-01 08:46:17,4317224413948,7774339390002,206,NY,84.697456|-77.7744815
2018-01-05 02:33:59,0568056948672,2127064150885,553,MN,-44.882869|-47.297105
2018-01-08 04:42:12,8637234570983,6389499237017,237,TN,-138.283669|-78.572775
2018-01-02 20:03:18,3107780836925,0106636014855,407,KY,132.336044|-38.2450985
2018-01-07 11:05:44,1305137852849,7595950881886,421,CA,-23.007276|37.0967105
2018-01-05 19:41:38,1859619713935,4010629612349,421,AS,73.649520|80.3977195
2018-01-03 17:01:28,0887544455435,6933012476530,346,AK,-69.985170|89.400303
2018-01-05 16:13:14,6963667676550,0701683628150,191,RI,-5.649374|-63.050369
2018-01-04 19:40:46,1987422428569,5732393124758,325,AZ,113.051894|57.0188055
2018-01-05 07:13:54,0608150062745,6589563190320,364,VI,-172.578858|3.449680
2018-01-06 10:49:06,7805599996024,5082726316815,567,OR,12.959381|-54.0589495
2018-01-06 21:31:09,1048201931951,2621078876336,13,IL,-95.610376|-29.401494
2018-01-07 07:06:43,2578357485528,1710786328685,1,DC,149.217957|-63.8496735
